COUNTRY_NAME,POC,Vendedor,Frequência_de_Visita,Dia_da_Visita,Semana_da_Visita,AVG_LATITUDE,AVG_LONGITUDE,Número_de_Compras,Faturamento_Mensal_USD,Faturamento_Mensal_USD_(formatado),Visita_Semanal,Semana_1,Semana_2,Semana_3,Semana_4,Dia_da_Semana,Quartil_Faturamento
EC,14157142,ECECB044,2,3,2.0,-1.3157048,-78.64819065,6,1478.0,"$1,478.00",0.5,0,1,0,0,ter,Q4
EC,14159398,ECECB588,2,5,1.0,-1.0382026,-78.5888519,5,252.95,$252.95,0.5,1,0,0,0,qui,Q1
EC,14159666,ECECBA57,2,6,1.0,0.327162,-79.212353,1,223.63,$223.63,0.5,1,0,0,0,sex,Q1
EC,14160555,ECECB529,1,6,1.0,-0.2850674,-78.4841891,8,1159.94,"$1,159.94",0.25,1,0,0,0,sex,Q4
EC,14160794,ECECB262,2,3,1.0,-0.8968125,-77.79518585,8,359.49,$359.49,0.5,1,0,0,0,ter,Q1
EC,14161070,ECECBA60,2,2,1.0,-2.40870365,-80.367389,6,591.29,$591.29,0.5,1,0,0,0,seg,Q2
EC,14161424,ECECB416,2,2,1.0,-0.2513318,-79.16570833333,5,229.5,$229.50,0.5,1,0,0,0,seg,Q1
EC,14162088,ECECB308,2,4,2.0,-2.2094945,-79.9192027,2,681.66,$681.66,0.5,0,1,0,0,qua,Q3
EC,14162643,ECECB512,2,2,2.0,-2.26361985,-79.88853735,10,2617.97,"$2,617.97",0.5,0,1,0,0,seg,Q4
EC,14162778,ECECB090,2,4,1.0,0.3464237,-78.11476615,1,709.54,$709.54,0.5,1,0,0,0,qua,Q3
EC,14163600,ECECB087,1,3,3.0,-0.7590857,-78.6303773,3,434.96,$434.96,0.25,0,0,1,0,ter,Q2
EC,14164012,ECECBA44,2,5,1.0,-1.5456853,-80.80512995,5,808.49,$808.49,0.5,1,0,0,0,qui,Q3
EC,14164531,ECECB090,2,2,2.0,0.36620085,-78.1123395,8,289.93,$289.93,0.5,0,1,0,0,seg,Q1
EC,14168918,ECECB313,2,4,1.0,0.3453919,-78.1315676,3,567.8,$567.80,0.5,1,0,0,0,qua,Q2
EC,14168942,ECECB553,2,2,2.0,-2.8953061,-78.99623995,8,634.1,$634.10,0.5,0,1,0,0,seg,Q3
EC,14169243,ECECB060,2,3,2.0,0.18827875,-78.2153662,3,853.64,$853.64,0.5,0,1,0,0,ter,Q3
EC,14171310,ECECB234,1,5,3.0,-2.1221447,-79.9118554,3,223.94,$223.94,0.25,0,0,1,0,qui,Q1
EC,14178072,ECECB042,1,4,1.0,-0.3314743,-78.5287483,3,307.45,$307.45,0.25,1,0,0,0,qua,Q1
